Price_KRW,Visitors_Flat,Revenue_Flat,Revenue_Dual_B1,Revenue_Dual_B2,Visitor_Loss_Pct
28691.382765531063,1097607.055084763,31491864143.58428,50805342975.48892,25568686579.378166,75.74219692456168
28789.579158316636,1081231.8100270806,31128208783.26461,50786330370.643585,25549673974.532833,76.10410009207605
28887.775551102208,1064856.5649693971,30761337442.953632,50767149628.15081,25530493232.040054,76.46600325959045
28985.971943887776,1048481.3199117146,30391250122.651386,50747800748.01059,25511144351.899834,76.82790642710484
29084.16833667335,1032106.0748540312,30017946822.357826,50728283730.222916,25491627334.112167,77.18980959461923
29182.36472945892,1015730.8297963487,29641427542.07301,50708598574.7878,25471942178.677055,77.55171276213362
29280.56112224449,999355.5847386662,29261692281.796898,50688745281.70525,25452088885.594498,77.91361592964799
29378.75751503006,982980.3396809828,28878741041.529476,50668723850.97525,25432067454.864494,78.27551909716239
29476.953907815634,966605.0946232993,28492573821.270763,50648534282.5978,25411877886.48705,78.6374222646768
29575.150300601203,950229.8495656168,28103190621.020786,50628176576.572914,25391520180.46216,78.99932543219118
