title,museum_id,stars,id,lang,sentiment,sentiment_label,dominant_topic
The British Museum,1003,4,412,en,-0.5,negative,4
The British Museum,1003,4,413,en,1.0,positive,1
The British Museum,1003,4,414,en,1.0,positive,2
The British Museum,1003,4,415,en,0.3333333333333333,positive,5
The British Museum,1003,4,416,en,0.5,positive,2
The British Museum,1003,4,417,en,0.2,neutral,4
The British Museum,1003,4,418,en,1.0,positive,3
The British Museum,1003,4,419,en,1.0,positive,0
The British Museum,1003,4,420,en,1.0,positive,3
The British Museum,1003,4,421,en,1.0,positive,1
The British Museum,1003,4,422,en,0.3333333333333333,positive,3
The British Museum,1003,4,423,en,0.6,positive,2
The British Museum,1003,4,424,en,0.6666666666666666,positive,3
The British Museum,1003,4,425,en,0.7777777777777778,positive,2
The British Museum,1003,4,426,en,1.0,positive,2
The British Museum,1003,4,427,en,0.3333333333333333,positive,4
The British Museum,1003,4,428,en,1.0,positive,2
The British Museum,1003,4,429,en,0.14285714285714285,neutral,2
The British Museum,1003,4,430,en,0.3333333333333333,positive,2
The British Museum,1003,4,431,en,0.0,neutral,4
The British Museum,1003,5,432,en,1.0,positive,3
The British Museum,1003,5,433,en,0.6,positive,1
The British Museum,1003,5,434,en,1.0,positive,3
The British Museum,1003,5,435,en,1.0,positive,3
The British Museum,1003,5,436,en,0.2,neutral,4
The British Museum,1003,5,437,en,1.0,positive,1
The British Museum,1003,5,438,en,0.0,neutral,4
The British Museum,1003,5,439,en,0.42857142857142855,positive,3
The British Museum,1003,5,440,en,1.0,positive,1
The British Museum,1003,5,441,en,1.0,positive,3
The British Museum,1003,5,442,en,0.2,neutral,4
The British Museum,1003,5,443,en,1.0,positive,4
The British Museum,1003,5,444,en,1.0,positive,3
The British Museum,1003,5,445,en,1.0,positive,3
The British Museum,1003,5,446,en,0.3333333333333333,positive,3
The British Museum,1003,5,447,en,1.0,positive,0
The British Museum,1003,5,448,en,1.0,positive,3
The British Museum,1003,5,449,en,1.0,positive,1
The British Museum,1003,5,450,en,1.0,positive,3
The British Museum,1003,5,451,en,0.5,positive,2
The British Museum,1003,5,452,en,1.0,positive,0
The British Museum,1003,5,453,en,1.0,positive,3
